id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery_type,RID,profit,address code,departure state
1314,Chicago,0.2,2735.952,6,Central,fynota,Consumer,colddrinks,First Class,488,341.994,60610,Illinois
1315,Columbus,0,1.98,2,Central,fynota,Corporate,chocolates,Standard Class,9546,0.891,47201,Indiana
1316,Bossier City,0,129.92,4,South,qexty,Corporate,shorts,Standard Class,7665,10.3936,71111,Louisiana
1317,Everett,0,1628.82,9,East,qexty,Consumer,tshirts,First Class,9636,260.6112,2149,Massachusetts
1318,Tempe,0.2,12.768,6,West,kariox,Corporate,watch,First Class,3226,4.6284,85281,Arizona
1319,Everett,0,177,3,East,fynota,Consumer,chocolates,First Class,9634,30.09,2149,Massachusetts
1320,Vallejo,0,14.45,5,West,kariox,Consumer,tablet,Standard Class,2724,6.7915,94591,California
1321,Vallejo,0.2,95.648,2,West,kariox,Consumer,headset,Standard Class,2725,31.0856,94591,California
1322,Seattle,0,29.24,4,West,kariox,Consumer,tablet,Standard Class,4948,13.7428,98115,Washington
1323,New York City,0.1,589.41,5,East,qexty,Consumer,tshirts,First Class,6440,-6.549,10024,New York
1324,Columbus,0.2,91.92,5,East,kariox,Consumer,battery,Second Class,6020,11.49,43229,Ohio
1325,Pomona,0,99.98,2,West,fynota,Consumer,chocolates,First Class,6805,34.993,91767,California
1326,San Diego,0,9.09,3,West,fynota,Consumer,chocolates,Standard Class,482,1.9089,92024,California
1327,Dallas,0.2,15.072,4,Central,kariox,Consumer,lighting,Standard Class,8222,-3.768,75217,Texas
1328,Omaha,0,15.36,2,Central,kariox,Corporate,headset,Second Class,5418,7.68,68104,Nebraska
1329,Indianapolis,0,386.34,2,Central,kariox,Corporate,laptop,First Class,8830,54.0876,46203,Indiana
1330,Philadelphia,0.2,129.92,5,East,qexty,Home Office,shorts,Standard Class,724,21.112,19140,Pennsylvania
1331,Dallas,0.2,107.44,10,Central,kariox,Corporate,laptop,Standard Class,3827,10.744,75217,Texas
1332,Charlotte,0.2,23.472,3,South,fynota,Consumer,chocolates,Same Day,7677,4.9878,28205,North Carolina
1333,New York City,0,123.92,4,East,kariox,Consumer,phone,Second Class,8853,55.764,10011,New York
1334,Jacksonville,0.2,88.768,2,South,kariox,Corporate,phone,Standard Class,7153,31.0688,28540,North Carolina
1335,San Francisco,0,144.6,3,West,kariox,Consumer,television,Standard Class,9459,41.934,94122,California
1336,Philadelphia,0.2,83.92,5,East,kariox,Consumer,laptop,Standard Class,6356,-13.637,19120,Pennsylvania
1337,San Francisco,0.2,15.992,1,West,fynota,Consumer,colddrinks,Standard Class,9460,-2.9985,94122,California
1338,Dallas,0.8,1.788,3,Central,kariox,Consumer,headset,Standard Class,8221,-3.0396,75217,Texas
1339,Dallas,0.6,31.776,3,Central,qexty,Consumer,shorts,Standard Class,8219,-19.0656,75217,Texas
1340,Tempe,0.2,9.408,2,West,kariox,Corporate,phone,First Class,3223,3.4104,85281,Arizona
1341,Tempe,0.2,4.672,2,West,kariox,Corporate,lighting,First Class,3224,1.46,85281,Arizona
1342,Tempe,0.2,318.4,2,West,fynota,Corporate,colddrinks,First Class,3225,107.46,85281,Arizona
1343,Everett,0,79.45,7,East,kariox,Consumer,laptop,First Class,9635,22.246,2149,Massachusetts
1344,Tempe,0.2,15.36,2,West,kariox,Corporate,charger,First Class,3227,-3.264,85281,Arizona
1345,Tempe,0.2,230.376,3,West,fynota,Corporate,colddrinks,First Class,3228,20.1579,85281,Arizona
1346,Tempe,0.2,7.16,1,West,fynota,Corporate,chocolates,First Class,3229,-0.0895,85281,Arizona
1347,Dallas,0.2,4.928,2,Central,kariox,Consumer,tablet,Standard Class,8220,1.7248,75217,Texas
1348,Evanston,0.3,258.279,3,Central,qexty,Consumer,tshirts,Second Class,1351,-70.1043,60201,Illinois
1349,Los Angeles,0.2,122.352,3,West,qexty,Corporate,tshirts,Second Class,2276,13.7646,90036,California
1350,Durham,0.2,61.568,2,South,kariox,Home Office,laptop,Standard Class,4877,4.6176,27707,North Carolina
1351,Durham,0.2,6.192,3,South,kariox,Home Office,television,Standard Class,4878,0.4644,27707,North Carolina
1352,Columbus,0.2,55.984,2,East,kariox,Consumer,television,Same Day,5600,4.1988,43229,Ohio
1353,Columbus,0.2,14.48,5,East,kariox,Consumer,watch,Same Day,5601,4.887,43229,Ohio
1354,Columbus,0.2,142.488,3,East,fynota,Consumer,chocolates,Same Day,5602,-3.5622,43229,Ohio
1355,Dallas,0.2,4.344,3,Central,kariox,Consumer,lighting,Standard Class,8218,0.8688,75217,Texas
1356,Los Angeles,0.2,143.432,1,West,qexty,Corporate,hoodies,Second Class,2275,3.5858,90036,California
1357,Manteca,0.2,122.352,3,West,qexty,Home Office,tshirts,Same Day,4533,13.7646,95336,California
1358,Reno,0,4.71,1,West,kariox,Home Office,lighting,Standard Class,8706,0,89502,Nevada
1359,Phoenix,0.2,46.872,7,West,qexty,Home Office,shorts,Standard Class,6679,3.5154,85023,Arizona
1360,Edmonds,0,213.92,4,West,kariox,Consumer,battery,First Class,812,62.0368,98026,Washington
1361,Edmonds,0,25.78,2,West,fynota,Consumer,chocolates,First Class,813,2.578,98026,Washington
1362,Lakewood,0,245.98,2,East,qexty,Corporate,tshirts,Second Class,5592,27.0578,8701,New Jersey
1363,Lakewood,0,18.94,1,East,kariox,Corporate,headset,Second Class,5593,9.47,8701,New Jersey
1364,Mount Vernon,0.2,7.752,3,East,kariox,Corporate,headset,Standard Class,6322,2.8101,10550,New York
1365,Manteca,0,15.28,2,West,kariox,Home Office,watch,Same Day,4534,7.4872,95336,California
1366,Richmond,0,22.96,2,South,fynota,Home Office,chocolates,First Class,9112,4.3624,23223,Virginia
1367,Edmonds,0,1298.55,5,West,qexty,Consumer,hoodies,First Class,811,311.652,98026,Washington
1368,Richmond,0,315.2,4,South,kariox,Home Office,laptop,First Class,9113,6.304,23223,Virginia
1369,Concord,0,22.92,4,East,kariox,Corporate,headset,Second Class,4906,11.0016,3301,New Hampshire
1370,Concord,0,269.9,5,East,kariox,Corporate,laptop,Second Class,4907,16.194,3301,New Hampshire
1371,Fort Worth,0.8,3.16,4,Central,kariox,Consumer,battery,Standard Class,5756,-8.532,76106,Texas
1372,Fort Worth,0.2,1999.96,5,Central,fynota,Consumer,fastfood,Standard Class,5757,624.9875,76106,Texas
1373,Chicago,0.2,322.192,13,Central,kariox,Consumer,phone,Standard Class,9064,100.685,60653,Illinois
1374,Chicago,0.8,2.946,3,Central,kariox,Consumer,headset,Standard Class,9065,-4.8609,60653,Illinois
1375,Chicago,0.2,19.136,4,Central,kariox,Consumer,phone,Standard Class,9066,6.9368,60653,Illinois
1376,Richmond,0,15.18,3,South,kariox,Home Office,headset,First Class,9114,7.1346,23223,Virginia
1377,Edmonds,0,11.52,4,West,kariox,Consumer,television,First Class,810,3.2256,98026,Washington
1378,Richmond,0,36.4,5,South,kariox,Home Office,watch,First Class,9111,17.472,23223,Virginia
1379,San Francisco,0,21.39,1,West,kariox,Consumer,laptop,Standard Class,83,6.2031,94122,California
1380,Chicago,0.2,22.24,2,Central,kariox,Corporate,charger,Standard Class,9440,2.502,60623,Illinois
1381,Huntsville,0.2,755.944,7,Central,fynota,Corporate,colddrinks,Standard Class,7547,66.1451,77340,Texas
1382,Huntsville,0.8,11.98,5,Central,kariox,Corporate,headset,Standard Class,7548,-19.168,77340,Texas
1383,Huntsville,0.8,0.898,1,Central,kariox,Corporate,headset,Standard Class,7549,-1.5715,77340,Texas
1384,Columbus,0.7,101.994,2,East,fynota,Consumer,sweets,Same Day,8873,-71.3958,43229,Ohio
1385,Columbus,0.7,18.264,2,East,kariox,Consumer,headset,Same Day,8874,-13.3936,43229,Ohio
1386,Albuquerque,0,255.85,7,West,kariox,Corporate,television,Same Day,9275,112.574,87105,New Mexico
1387,Philadelphia,0.2,281.904,2,East,kariox,Consumer,laptop,Standard Class,3266,10.5714,19120,Pennsylvania
1388,Huntsville,0.2,719.952,6,Central,fynota,Corporate,colddrinks,Standard Class,7546,71.9952,77340,Texas
1389,Seattle,0,63.47,11,West,qexty,Home Office,shorts,Standard Class,4001,19.041,98115,Washington
1390,Seattle,0,345,5,West,fynota,Home Office,chocolates,Standard Class,4002,58.65,98115,Washington
1391,Pasadena,0,31.92,4,West,kariox,Consumer,laptop,First Class,4168,8.2992,91104,California
1392,Pasadena,0.2,433.568,2,West,qexty,Consumer,tshirts,First Class,4169,-65.0352,91104,California
1393,Fayetteville,0,7.31,1,South,kariox,Corporate,tablet,Standard Class,5928,3.4357,72701,Arkansas
1394,Fayetteville,0,8.92,4,South,qexty,Corporate,shorts,Standard Class,5929,3.9248,72701,Arkansas
1395,Redondo Beach,0,7.64,1,West,kariox,Consumer,watch,Standard Class,6215,3.7436,90278,California
1396,San Francisco,0,14.9,5,West,kariox,Consumer,television,Standard Class,82,4.172,94122,California
1397,Philadelphia,0.2,201.432,3,East,kariox,Consumer,watch,Standard Class,3267,67.9833,19120,Pennsylvania
1398,Richmond,0,629.1,6,South,kariox,Corporate,phone,Standard Class,3400,301.968,40475,Kentucky
1399,Richmond,0,36.99,1,South,fynota,Corporate,colddrinks,Standard Class,3399,9.9873,40475,Kentucky
1400,New York City,0,25.92,4,East,kariox,Corporate,phone,Standard Class,7554,12.4416,10024,New York
1401,New York City,0.2,12.96,3,East,kariox,Corporate,headset,Standard Class,7553,4.536,10024,New York
1402,New York City,0,833.94,6,East,fynota,Corporate,colddrinks,Standard Class,7552,216.8244,10024,New York
1403,New York City,0,34.74,3,East,kariox,Corporate,watch,Standard Class,7551,17.37,10024,New York
1404,Philadelphia,0.2,5.88,1,East,kariox,Home Office,phone,Second Class,9736,1.9845,19134,Pennsylvania
1405,Wilmington,0,1025.88,6,East,qexty,Corporate,pants,Standard Class,5395,235.9524,19805,Delaware
1406,Coon Rapids,0,221.16,4,Central,kariox,Consumer,laptop,Standard Class,9648,57.5016,55433,Minnesota
1407,Philadelphia,0.2,47.496,1,East,fynota,Consumer,chocolates,First Class,8973,-1.1874,19120,Pennsylvania
1408,Salt Lake City,0,166.44,3,West,kariox,Home Office,phone,Second Class,7868,79.8912,84106,Utah
1409,Wilmington,0,213.08,7,East,kariox,Corporate,headset,Standard Class,5394,102.2784,19805,Delaware
1410,Wilmington,0,9.96,2,East,kariox,Corporate,tablet,Standard Class,5393,4.5816,19805,Delaware
1411,Wilmington,0,22.5,6,East,kariox,Corporate,tablet,Standard Class,5392,10.8,19805,Delaware
1412,Jamestown,0,4548.81,7,East,fynota,Consumer,colddrinks,Standard Class,2493,1228.1787,14701,New York
1413,Coon Rapids,0,281.97,3,Central,fynota,Consumer,colddrinks,Standard Class,9649,78.9516,55433,Minnesota
1414,Richmond,0,193.95,3,South,kariox,Corporate,laptop,Standard Class,3401,9.6975,40475,Kentucky
1415,Houston,0.2,23.68,2,Central,kariox,Home Office,tablet,Standard Class,2084,8.88,77036,Texas
1416,San Francisco,0,12.96,2,West,kariox,Corporate,phone,Standard Class,4499,6.2208,94110,California
1417,Monroe,0,29,2,South,fynota,Home Office,chocolates,Second Class,185,7.25,71203,Louisiana
1418,Los Angeles,0.2,381.44,2,West,qexty,Consumer,tshirts,First Class,1574,23.84,90004,California
1419,Los Angeles,0,29.99,1,West,fynota,Consumer,chocolates,First Class,1573,6.2979,90004,California
1420,Los Angeles,0,21.84,3,West,kariox,Consumer,watch,First Class,1572,10.4832,90004,California
1421,Los Angeles,0.2,603.92,5,West,qexty,Consumer,tshirts,First Class,1571,-67.941,90004,California
1422,Atlanta,0,9.96,2,South,kariox,Corporate,phone,First Class,6806,4.8804,30318,Georgia
1423,Los Angeles,0,53.82,9,West,kariox,Consumer,phone,Standard Class,3971,24.219,90036,California
1424,Bolingbrook,0.8,9.98,5,Central,kariox,Home Office,headset,Standard Class,3895,-16.467,60440,Illinois
1425,Pasadena,0.8,6.928,1,Central,kariox,Consumer,headset,First Class,3394,-11.0848,77506,Texas
1426,Columbus,0,675.12,3,South,kariox,Corporate,battery,Standard Class,2578,290.3016,31907,Georgia
1427,Columbus,0,11.36,2,South,kariox,Corporate,watch,Standard Class,2577,5.3392,31907,Georgia
1428,Columbus,0,319.9,5,South,kariox,Corporate,headset,Standard Class,2576,156.751,31907,Georgia
1429,Columbus,0,16.23,3,South,kariox,Corporate,watch,Standard Class,2575,7.9527,31907,Georgia
1430,San Francisco,0,94.99,1,West,fynota,Home Office,chocolates,Standard Class,7741,28.497,94110,California
1431,San Francisco,0,6.58,2,West,kariox,Home Office,phone,Standard Class,7740,3.0268,94110,California
1432,Dallas,0.2,267.96,5,Central,fynota,Corporate,colddrinks,Standard Class,5344,16.7475,75220,Texas
1433,Dallas,0.2,1.632,1,Central,kariox,Corporate,watch,Standard Class,5343,0.5508,75220,Texas
1434,Richmond,0,5.46,3,South,kariox,Corporate,television,Standard Class,3402,1.4742,40475,Kentucky
1435,Monroe,0,149.95,5,South,fynota,Home Office,colddrinks,Second Class,184,41.986,71203,Louisiana
1436,Louisville,0.2,35.808,4,West,kariox,Consumer,phone,Second Class,2439,12.5328,80027,Colorado
1437,Seattle,0,730.2,4,West,qexty,Corporate,hoodies,Standard Class,9638,94.926,98105,Washington
1438,Cedar Hill,0.2,7.08,3,Central,kariox,Consumer,watch,Standard Class,6023,2.478,75104,Texas
1439,Philadelphia,0.3,657.93,5,East,qexty,Consumer,tshirts,Standard Class,3603,-93.99,19143,Pennsylvania
1440,Philadelphia,0.2,12.448,2,East,kariox,Consumer,phone,Standard Class,3602,3.89,19143,Pennsylvania
1441,San Francisco,0,241.44,3,West,kariox,Corporate,battery,First Class,3264,72.432,94109,California
1442,San Francisco,0,733.95,7,West,kariox,Corporate,phone,First Class,3263,352.296,94109,California
1443,San Francisco,0,99.98,2,West,fynota,Corporate,chocolates,First Class,3262,7.9984,94109,California
1444,Newark,0,57.75,5,East,kariox,Corporate,television,Standard Class,3073,26.565,19711,Delaware
1445,Buffalo,0.2,2152.776,3,East,kariox,Consumer,headset,Standard Class,6535,726.5619,14215,New York
1446,Newark,0,124.41,3,East,qexty,Corporate,shorts,Standard Class,3072,14.9292,19711,Delaware
1447,Moorhead,0,479.9,5,Central,qexty,Home Office,tshirts,Standard Class,2093,81.583,56560,Minnesota
1448,Los Angeles,0,344.91,3,West,kariox,Corporate,laptop,First Class,8711,10.3473,90008,California
1449,Los Angeles,0.15,305.9745,3,West,qexty,Corporate,pants,First Class,8710,25.1979,90008,California
1450,Los Angeles,0.2,79.968,4,West,fynota,Corporate,colddrinks,First Class,8709,-17.9928,90008,California
1451,Decatur,0.3,37.296,2,Central,qexty,Consumer,tshirts,Standard Class,5304,-1.0656,62521,Illinois
1452,Huntington Beach,0,5.22,2,West,kariox,Corporate,tablet,Standard Class,4983,2.4012,92646,California
1453,Mesquite,0.6,6.368,2,Central,qexty,Corporate,shorts,Standard Class,3708,-2.5472,75150,Texas
1454,Newark,0,2934.33,7,East,kariox,Corporate,laptop,Standard Class,3071,792.2691,19711,Delaware
1455,Monroe,0,503.96,4,South,fynota,Home Office,colddrinks,Second Class,183,131.0296,71203,Louisiana
1456,Buffalo,0.2,4007.84,10,East,qexty,Consumer,pants,Standard Class,6536,-50.098,14215,New York
1457,Louisville,0.5,145.98,2,West,qexty,Consumer,hoodies,Second Class,2438,-99.2664,80027,Colorado
1458,Seattle,0,137.54,2,West,qexty,Corporate,shorts,Standard Class,9637,55.016,98105,Washington
1459,Franklin,0,392.94,3,Central,qexty,Corporate,tshirts,Standard Class,9285,43.2234,53132,Wisconsin
1460,Minneapolis,0,67.15,5,Central,kariox,Corporate,laptop,Second Class,8844,16.7875,55407,Minnesota
1461,Des Plaines,0.2,381.72,5,Central,kariox,Consumer,laptop,First Class,7303,-66.801,60016,Illinois
1462,Des Plaines,0.8,2.892,3,Central,kariox,Consumer,headset,First Class,7302,-4.9164,60016,Illinois
1463,Des Plaines,0.3,424.116,6,Central,qexty,Consumer,pants,First Class,7301,-30.294,60016,Illinois
1464,Des Plaines,0.6,8.544,2,Central,qexty,Consumer,shorts,First Class,7300,-7.476,60016,Illinois
1465,New York City,0,34.44,3,East,kariox,Home Office,phone,Second Class,9461,17.22,10024,New York
1466,Des Plaines,0.5,292.1,4,Central,qexty,Consumer,hoodies,First Class,7299,-175.26,60016,Illinois
1467,Fairfield,0.7,11.808,8,East,kariox,Consumer,headset,Second Class,4908,-8.6592,45014,Ohio
1468,Chicago,0.8,14.48,5,Central,kariox,Corporate,headset,Standard Class,4131,-23.892,60623,Illinois
1469,Philadelphia,0.7,1.944,3,East,kariox,Consumer,headset,Standard Class,3304,-1.4256,19140,Pennsylvania
1470,Philadelphia,0.2,60.312,3,East,qexty,Consumer,shorts,Standard Class,3303,5.2773,19140,Pennsylvania
1471,Philadelphia,0.4,539.964,6,East,fynota,Consumer,colddrinks,Standard Class,3302,-107.9928,19140,Pennsylvania
1472,Philadelphia,0.2,76.792,1,East,kariox,Consumer,laptop,Standard Class,3301,-16.3183,19140,Pennsylvania
1473,Philadelphia,0.7,50.997,1,East,kariox,Consumer,headset,Standard Class,3300,-40.7976,19140,Pennsylvania
1474,Provo,0,21.98,7,West,kariox,Corporate,phone,Second Class,5396,9.891,84604,Utah
1475,Mesquite,0.8,34.176,3,Central,kariox,Corporate,battery,Standard Class,3709,-87.1488,75150,Texas
1476,Los Angeles,0.2,725.344,4,West,qexty,Consumer,tshirts,Standard Class,7622,54.4008,90004,California
1477,Philadelphia,0.2,62.808,3,East,kariox,Corporate,watch,Standard Class,4809,21.1977,19134,Pennsylvania
1478,Freeport,0.2,17.248,2,East,kariox,Consumer,headset,Second Class,3952,6.0368,11520,New York
1479,Montgomery,0,14.67,3,South,kariox,Consumer,television,Standard Class,2198,3.9609,36116,Alabama
1480,Buffalo,0,199.9,5,East,qexty,Corporate,shorts,Standard Class,9428,39.98,14215,New York
1481,New York City,0,3.76,2,East,kariox,Consumer,lighting,Standard Class,1486,1.316,10035,New York
1482,Fresno,0.2,7.312,1,West,kariox,Corporate,headset,Standard Class,8602,2.5592,93727,California
1483,Fresno,0,40.54,2,West,kariox,Corporate,battery,Standard Class,8601,11.3512,93727,California
1484,Fresno,0,14.94,3,West,kariox,Corporate,phone,Standard Class,8600,7.0218,93727,California
1485,Columbia,0,397.6,5,South,qexty,Corporate,shorts,Second Class,5193,43.736,29203,South Carolina
1486,Fresno,0.2,4.32,3,West,kariox,Corporate,headset,Standard Class,8599,1.512,93727,California
1487,Utica,0,93.15,9,East,kariox,Consumer,tablet,Same Day,5819,44.712,13501,New York
1488,Utica,0.2,17.088,4,East,kariox,Consumer,headset,Same Day,5818,5.7672,13501,New York
1489,Utica,0.2,12.912,3,East,kariox,Consumer,headset,Same Day,5817,4.6806,13501,New York
1490,Utica,0,279.96,4,East,fynota,Consumer,colddrinks,Same Day,5816,78.3888,13501,New York
1491,San Francisco,0,81.98,2,West,kariox,Home Office,phone,Standard Class,5229,40.1702,94109,California
1492,Tigard,0.2,438.336,4,West,fynota,Consumer,colddrinks,Standard Class,1638,-87.6672,97224,Oregon
1493,Tigard,0.2,669.08,5,West,kariox,Consumer,laptop,Standard Class,1637,-167.27,97224,Oregon
1494,Utica,0,11.52,4,East,kariox,Consumer,tablet,Same Day,5820,5.6448,13501,New York
1495,Tigard,0.2,15.552,3,West,kariox,Consumer,phone,Standard Class,1636,5.4432,97224,Oregon
1496,Columbia,0,85.96,7,South,kariox,Corporate,phone,Second Class,5194,40.4012,29203,South Carolina
1497,Columbia,0,45.66,3,South,kariox,Corporate,headset,Second Class,5196,22.3734,29203,South Carolina
1498,Avondale,0.2,102.24,4,West,fynota,Consumer,chocolates,Standard Class,9196,-16.614,85323,Arizona
1499,Avondale,0.2,47.992,7,West,kariox,Consumer,charger,Standard Class,9195,3.5994,85323,Arizona
1500,Orlando,0.7,6.642,9,South,kariox,Corporate,headset,Standard Class,7616,-4.428,32839,Florida
1501,Mount Vernon,0,62.28,4,East,kariox,Consumer,watch,Standard Class,4216,29.2716,10550,New York
1502,New York City,0,25.06,2,East,kariox,Consumer,tablet,Standard Class,7786,11.7782,10009,New York
1503,San Francisco,0,30.4,5,West,kariox,Consumer,lighting,Standard Class,4417,15.2,94122,California
1504,San Francisco,0.2,575.92,2,West,fynota,Consumer,colddrinks,Standard Class,4416,71.99,94122,California
1505,Columbia,0,13.12,4,South,kariox,Corporate,television,Second Class,5195,4.3296,29203,South Carolina
1506,Skokie,0.2,12.624,2,Central,kariox,Corporate,lighting,Standard Class,1643,3.945,60076,Illinois
1507,Richmond,0,64.02,6,Central,kariox,Corporate,watch,Standard Class,9677,29.4492,47374,Indiana
1508,Houston,0.4,998.85,5,Central,fynota,Consumer,sweets,Standard Class,8573,-199.77,77041,Texas
1509,San Francisco,0,139.93,7,West,fynota,Consumer,chocolates,First Class,5550,34.9825,94109,California
1510,San Francisco,0,43.68,3,West,kariox,Consumer,battery,First Class,5549,11.7936,94109,California
1511,San Francisco,0.15,411.332,4,West,qexty,Home Office,pants,Same Day,5495,-4.8392,94122,California
1512,San Francisco,0,41.4,4,West,kariox,Home Office,tablet,Same Day,5494,19.872,94122,California
1513,San Francisco,0,7.36,2,West,kariox,Home Office,charger,Same Day,5493,0.1472,94122,California
1514,Philadelphia,0.2,5.04,2,East,kariox,Consumer,tablet,Standard Class,1490,1.764,19143,Pennsylvania
1515,Mesquite,0.2,5.544,7,Central,fynota,Corporate,chocolates,Standard Class,3710,1.6632,75150,Texas
1516,Houston,0.6,19.3,5,Central,qexty,Consumer,shorts,Second Class,79,-14.475,77070,Texas
1517,Bloomington,0,169.45,5,Central,kariox,Home Office,laptop,Standard Class,4448,42.3625,47401,Indiana
1518,Toledo,0.4,1502.376,4,East,fynota,Consumer,colddrinks,Standard Class,5017,-250.396,43615,Ohio
1519,Toledo,0.2,35.168,7,East,qexty,Consumer,shorts,Standard Class,5016,9.6712,43615,Ohio
1520,Chicago,0.2,646.2,5,Central,kariox,Consumer,laptop,Standard Class,4058,-8.0775,60610,Illinois
1521,Columbus,0.3,611.058,3,East,qexty,Corporate,tshirts,Same Day,3835,-34.9176,43229,Ohio
1522,Columbus,0.4,1049.97,5,East,fynota,Corporate,colddrinks,Same Day,3834,-209.994,43229,Ohio
1523,Sacramento,0.2,120.712,1,West,qexty,Consumer,tshirts,Second Class,2367,-18.1068,95823,California
1524,Saint Louis,0,111.79,7,Central,fynota,Consumer,chocolates,Second Class,2152,43.5981,63116,Missouri
1525,Jackson,0,151.92,4,Central,kariox,Corporate,television,Standard Class,6315,45.576,49201,Michigan
1526,Seattle,0,197.58,2,West,kariox,Corporate,laptop,Standard Class,1188,53.3466,98103,Washington
1527,Seattle,0,485.88,6,West,kariox,Corporate,laptop,Standard Class,1186,9.7176,98103,Washington
1528,Seattle,0.2,12.096,7,West,kariox,Corporate,headset,Standard Class,1185,4.2336,98103,Washington
1529,San Diego,0,151.72,4,West,qexty,Consumer,shorts,First Class,1011,27.3096,92037,California
1530,Cincinnati,0.2,2.624,1,East,kariox,Consumer,television,First Class,389,0.4264,45231,Ohio
1531,Detroit,0,14.67,3,Central,kariox,Consumer,headset,Standard Class,9628,6.7482,48227,Michigan
1532,Houston,0.3,155.372,2,Central,qexty,Corporate,tshirts,Second Class,7266,-35.5136,77095,Texas
1533,Scottsdale,0.2,23.472,3,West,kariox,Consumer,watch,Standard Class,7101,8.802,85254,Arizona
1534,Seattle,0,25.92,4,West,kariox,Corporate,phone,Standard Class,1187,12.4416,98103,Washington
1535,Los Angeles,0,7.44,3,West,kariox,Consumer,television,Standard Class,7623,2.604,90004,California
1536,Jackson,0,196.62,2,Central,kariox,Corporate,tablet,Standard Class,6316,96.3438,49201,Michigan
1537,Jackson,0,15.96,2,Central,kariox,Corporate,phone,Standard Class,6318,7.98,49201,Michigan
1538,Los Angeles,0.2,539.92,5,West,fynota,Consumer,colddrinks,Standard Class,7621,47.243,90004,California
1539,Springfield,0.2,51.016,7,West,kariox,Consumer,television,Standard Class,6362,8.2901,97477,Oregon
1540,New York City,0.2,275.952,3,East,qexty,Home Office,pants,Second Class,4728,-37.9434,10009,New York
1541,New York City,0,1117.92,4,East,kariox,Home Office,laptop,Second Class,4727,55.896,10009,New York
1542,Woonsocket,0,52.96,2,East,qexty,Consumer,shorts,Second Class,3990,20.1248,2895,Rhode Island
1543,Arlington,0.6,6.096,3,Central,qexty,Corporate,shorts,Standard Class,2613,-3.9624,76017,Texas
1544,Arlington,0.2,15.696,3,Central,kariox,Corporate,phone,Standard Class,2612,5.1012,76017,Texas
1545,Jackson,0,144.12,3,Central,kariox,Corporate,phone,Standard Class,6317,69.1776,49201,Michigan
1546,Arlington,0.2,5.904,2,Central,kariox,Corporate,tablet,Standard Class,2611,1.9926,76017,Texas
1547,Arlington,0.2,2.52,1,Central,kariox,Corporate,tablet,Standard Class,2609,0.882,76017,Texas
1548,Arlington,0.2,24.672,3,Central,fynota,Corporate,chocolates,Standard Class,2608,0,76017,Texas
1549,Brentwood,0,26.76,4,West,kariox,Corporate,phone,Second Class,1986,12.3096,94513,California
1550,Brentwood,0,23.88,3,West,qexty,Corporate,shorts,Second Class,1985,10.5072,94513,California
1551,Brentwood,0,320.88,6,West,kariox,Corporate,battery,Second Class,1984,93.0552,94513,California
1552,Akron,0.7,5.742,3,East,kariox,Home Office,headset,Standard Class,9922,-4.5936,44312,Ohio
1553,Virginia Beach,0,111.15,5,South,qexty,Home Office,shorts,Standard Class,7143,48.906,23464,Virginia
1554,Arlington,0.3,1218.735,5,Central,qexty,Corporate,hoodies,Standard Class,2610,-121.8735,76017,Texas
1555,Bloomington,0,29.12,4,Central,kariox,Home Office,headset,Standard Class,4447,14.2688,47401,Indiana
1556,Fairfield,0.4,9.588,2,East,fynota,Consumer,colddrinks,Second Class,4909,-2.0774,45014,Ohio
1557,Bloomington,0,78.35,5,Central,kariox,Home Office,watch,Standard Class,4445,36.8245,47401,Indiana
1558,Los Angeles,0,19.44,3,West,kariox,Consumer,phone,Standard Class,4312,9.3312,90045,California
1559,Los Angeles,0.2,21.936,3,West,kariox,Consumer,headset,Standard Class,4311,8.226,90045,California
1560,Los Angeles,0.2,573.728,4,West,qexty,Consumer,hoodies,Standard Class,4310,-64.5444,90045,California
1561,Los Angeles,0.2,666.344,7,West,fynota,Consumer,colddrinks,Standard Class,4309,66.6344,90045,California
1562,San Diego,0,35.34,2,West,qexty,Consumer,shorts,Standard Class,2743,13.4292,92037,California
1563,Cary,0.2,58.24,5,South,kariox,Corporate,battery,Second Class,2722,5.096,27511,North Carolina
1564,Cary,0.2,8.376,3,South,kariox,Corporate,lighting,Second Class,2721,2.7222,27511,North Carolina
1565,Los Angeles,0.2,447.968,4,West,fynota,Consumer,sweets,Standard Class,4313,139.99,90045,California
1566,New York City,0,43.57,1,East,kariox,Home Office,laptop,Standard Class,322,13.071,10024,New York
1567,New York City,0,275.94,6,East,fynota,Home Office,colddrinks,Standard Class,320,80.0226,10024,New York
1568,New York City,0,3991.98,2,East,fynota,Home Office,sweets,Standard Class,319,1995.99,10024,New York
1569,New York City,0.1,135.882,1,East,qexty,Home Office,tshirts,Standard Class,318,24.1568,10024,New York
1570,Los Angeles,0,6.72,4,West,kariox,Home Office,television,Same Day,9229,3.36,90049,California
1571,Omaha,0,89.97,3,Central,fynota,Corporate,chocolates,Standard Class,9078,18.8937,68104,Nebraska
1572,Orange,0,5.76,2,East,kariox,Corporate,headset,Second Class,8979,2.8224,7050,New Jersey
1573,Jacksonville,0.2,410.352,3,South,qexty,Consumer,shorts,Standard Class,6433,-51.294,28540,North Carolina
1574,New York City,0,360,4,East,fynota,Home Office,chocolates,Standard Class,321,129.6,10024,New York
1575,Jacksonville,0.7,14.301,7,South,kariox,Consumer,headset,Standard Class,6432,-10.4874,28540,North Carolina
